fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
David Baron,"5' 6""",155 lbs.,,Switch,"Feb 15, 1973",1.17,30%,2.10,56%,0.00,0%,14%,0.7
Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.20,50%,2.11,57%,1.26,55%,55%,1.4
Carlos Barreto,"6' 4""",230 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jose Barreto,,185 lbs.,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dan Barrera,"5' 9""",170 lbs.,,Orthodox,"Dec 23, 1980",0.80,70%,1.20,28%,1.00,8%,0%,0.0
Peter Barrett,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",4.18,61%,4.32,42%,1.39,22%,66%,0.0
David Barrios,"5' 6""",145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",4.25,46%,4.12,57%,0.55,28%,69%,0.0
Alexandre Barros,"5' 9""",170 lbs.,,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0.0
Ricardo Barros,"6' 1""",205 lbs.,,,"Mar 22, 1976",0.00,0%,8.22,31%,0.00,0%,100%,0.0
Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,52%,3.07,59%,2.22,24%,83%,0.0
Dean Barry,,155 lbs.,,,"Mar 07, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Enrique Barzola,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.20,45%,66%,0.3
Stephen Bass,"5' 9""",145 lbs.,,Orthodox,"Nov 14, 1982",4.87,52%,5.87,55%,0.00,0%,0%,0.0
Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,0.00,0%,76%,0.2
Sean Bassett,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Bastianelli,"5' 5""",135 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shayna Baszler,"5' 7""",135 lbs.,,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3
Batgerel Danaa,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",5.66,38%,2.61,58%,0.00,0%,57%,0.0
Michel Batista,"6' 3""",260 lbs.,,Orthodox,"Apr 20, 1984",0.00,0%,4.03,40%,6.72,50%,0%,0.0
Alan Baudot,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",1.89,25%,10.11,36%,0.00,0%,0%,0.0
Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",5.71,45%,4.78,54%,0.48,33%,70%,0.0
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,1.60,58%,78%,0.2
Rudy Bears,"5' 11""",170 lbs.,,Southpaw,,1.27,29%,2.53,50%,0.00,0%,0%,0.0
Salvador Becerra,"5' 9""",155 lbs.,,,,4.57,31%,3.83,58%,0.00,0%,66%,0.0
Ariel Beck,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",4.44,34%,4.31,64%,0.00,0%,0%,0.0
Jeff Bedard,"5' 6""",145 lbs.,,Orthodox,"Feb 06, 1970",0.80,51%,0.00,100%,3.43,66%,100%,2.6
Eric Bedard,"6' 2""",239 lbs.,,,"Sep 11, 1984",6.37,35%,8.54,52%,0.00,0%,0%,0.0
Lyle Beerbohm,"5' 10""",155 lbs.,,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.10,23%,64%,0.3
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.80,57%,3.98,52%,92%,0.4
Diana Belbita,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",5.81,39%,6.49,52%,1.69,66%,64%,0.0
Alan Belcher,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.70,41%,3.10,59%,0.44,26%,55%,0.9
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,61%,4.79,41%,3.50,100%,50%,0.0
Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0.0
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.70,50%,46%,0.2
Mike Bencic,"6' 0""",215 lbs.,,Orthodox,,0.00,0%,3.32,53%,0.00,0%,0%,0.0
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6
Karla Benitez,"5' 3""",113 lbs.,,,,0.00,0%,2.40,57%,0.00,0%,100%,0.0
Dave Beneteau,"6' 2""",250 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",4.38,38%,3.26,70%,0.17,50%,56%,1.2
DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,58%,3.27,58%,0.00,0%,0%,1.0
Josh Bennett,"6' 4""",259 lbs.,,Orthodox,,2.90,40%,5.80,43%,1.50,100%,100%,0.0
Charles Bennett,"5' 8""",155 lbs.,,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,2.02,100%,36%,2.0
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.70,56%,1.50,33%,61%,0.0
Joe Benoit,"5' 9""",170 lbs.,,Orthodox,"Mar 12, 1982",0.00,0%,0.00,100%,0.00,0%,0%,0.0
Pat Benson,"5' 9""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.95,41%,3.40,60%,0.33,25%,70%,0.5
Len Bentley,"5' 9""",155 lbs.,,,"Nov 30, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kenneth Bergh,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,75%,1.27,28%,0.00,0%,0%,0.0
Steve Berger,"5' 11""",170 lbs.,,Orthodox,"May 20, 1973",1.00,27%,3.26,36%,0.84,40%,16%,1.7
Bret Bergmark,"5' 9""",170 lbs.,,,"Nov 24, 1973",2.78,52%,2.78,37%,4.17,100%,50%,4.2
Keith Berish,"6' 0""",205 lbs.,,Orthodox,"Nov 14, 1985",3.58,36%,4.81,62%,1.76,40%,0%,0.0
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,46%,3.07,59%,3.89,40%,82%,1.1
Dave Berry,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,42%,4.04,55%,1.62,22%,28%,0.5
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,61%,2.68,46%,3.06,54%,0%,3.1
Keith Berry,"6' 1""",185 lbs.,,,"Oct 25, 1987",0.27,12%,6.27,28%,0.00,0%,0%,0.0
Dieusel Berto,"5' 9""",200 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Edson Berto,"5' 6""",155 lbs.,,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,5.47,40%,0%,2.7
Allen Berube,"5' 8""",155 lbs.,,Orthodox,"Aug 25, 1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
Anton Berzin,"6' 2""",205 lbs.,,Orthodox,"Sep 29, 1989",4.40,46%,6.80,67%,2.00,28%,0%,1.0
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",6.15,29%,10.00,43%,0.00,0%,0%,0.0
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3
Scott Bessac,"6' 4""",245 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Fernando Bettega,,170 lbs.,,,"Mar 10, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,56%,3.25,59%,1.73,75%,100%,0.0
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.60,51%,1.83,52%,2.85,40%,75%,0.0
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",1.18,13%,10.00,37%,0.00,0%,0%,0.0
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,2.65,63%,14%,0.0
Jeremiah Billington,"5' 9""",205 lbs.,,Orthodox,"Nov 14, 1977",1.60,62%,7.06,35%,0.00,0%,50%,0.0
Scott Bills,"5' 10""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",4.23,36%,3.06,60%,0.60,16%,73%,0.0
Chris Birchler,"6' 3""",205 lbs.,,Switch,"Jun 05, 1987",9.35,46%,14.83,35%,0.00,0%,0%,0.0
Simon Biyong,,205 lbs.,,,"Apr 05, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amaury Bitetti,"5' 9""",185 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.59,49%,2.79,53%,1.18,53%,65%,0.2
Tom Blackledge,,205 lbs.,,Orthodox,,2.91,61%,2.55,46%,0.00,0%,75%,0.0
Jason Black,"5' 8""",155 lbs.,,Orthodox,"Jul 15, 1972",1.06,47%,2.60,45%,0.48,33%,28%,6.2
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",4.55,35%,3.59,65%,0.93,50%,76%,0.7
Jason Blackford,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",3.70,49%,3.13,55%,4.00,33%,42%,0.0
David Blanco,"5' 7""",145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.59,53%,1.70,57%,6.64,54%,33%,0.0
Arlene Blencowe,"5' 5""",145 lbs.,,,"Apr 11, 1983",2.31,43%,2.10,43%,0.00,0%,55%,0.6
Byron Bloodworth,"5' 8""",135 lbs.,,Orthodox,"Aug 16, 1983",1.82,28%,5.18,50%,0.00,0%,0%,0.0
Dashawn Boatwright,"6' 0""",205 lbs.,,Orthodox,"Feb 29, 1988",0.00,0%,52.50,12%,0.00,0%,0%,0.0
Dan Bobish,"6' 2""",345 lbs.,,Southpaw,"Jan 26, 1970",2.06,44%,1.74,34%,2.44,42%,0%,1.6
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.63,31%,5.11,58%,1.14,15%,62%,0.0
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",0.65,26%,3.64,21%,0.00,0%,0%,0.0
Jeremy Boczulak,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",3.63,45%,3.63,54%,2.37,100%,50%,0.0
Jay Bogan,,145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2.93,50%,2.90,57%,1.45,34%,59%,0.8
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",3.33,42%,4.40,44%,1.00,9%,50%,0.0
Derek Bohi,"6' 4""",260 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jerry Bohlander,"5' 11""",199 lbs.,,Orthodox,"Feb 12, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,"May 27, 1977",2.47,42%,2.80,53%,0.00,0%,0%,0.0
Kyle Bolt,"6' 2""",185 lbs.,,,,7.27,52%,7.27,45%,0.00,0%,0%,0.0
Denys Bondar,"5' 6""",125 lbs.,,Orthodox,"Jun 27, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Luc Bondole,"6' 2""",205 lbs.,,,,3.35,51%,2.04,62%,0.00,0%,0%,1.8
Tony Bonello,"6' 2""",185 lbs.,,,,0.62,33%,12.62,10%,0.00,0%,0%,0.0
Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,"Aug 28, 1980",2.91,62%,1.01,50%,1.51,33%,33%,0.0
Marcos Bonilla,"5' 10""",145 lbs.,,,,0.47,12%,0.47,94%,0.00,0%,0%,0.0
Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",2.19,50%,3.12,38%,1.90,40%,51%,1.6
Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",2.76,38%,3.01,52%,1.32,40%,60%,1.0
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",1.52,52%,1.93,48%,3.89,50%,46%,1.0
Igor Borisov,"6' 0""",235 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tanner Boser,"6' 2""",255 lbs.,"75""",Orthodox,"Aug 02, 1991",4.54,55%,2.70,63%,0.00,0%,100%,0.0
Calen Born,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",5.99,52%,5.38,50%,0.92,33%,100%,0.0
Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Bostick,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988",3.00,56%,3.08,50%,0.89,100%,80%,0.0
Francois Botha,"6' 2""",260 lbs.,,Orthodox,"Sep 28, 1968",0.00,0%,1.05,77%,0.00,0%,0%,0.0
Rich Bouphanouvong,"5' 7""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gregory Bouchelaghem,"6' 2""",183 lbs.,,Switch,,0.27,21%,1.53,36%,0.00,0%,50%,0.0
Roy Boughton,"6' 0""",205 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike Bourke,"6' 0""",275 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jess Bouscal,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tai Bowden,"5' 11""",230 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Melton Bowen,"6' 0""",225 lbs.,,Orthodox,"Jul 16, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993",2.73,57%,2.05,40%,0.00,0%,0%,0.0
Blake Bowman,"6' 2""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980",2.36,26%,2.98,64%,1.39,70%,54%,1.4
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",3.90,47%,3.86,51%,3.09,43%,27%,0.9
Ashe Bowman,"5' 9""",155 lbs.,,,"Nov 17, 1976",2.43,42%,4.86,57%,0.00,0%,0%,0.0
Colley  Bradford,"5' 7""",145 lbs.,,,,0.43,25%,1.73,50%,19.42,50%,100%,0.0
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",1.99,40%,3.45,58%,0.65,50%,40%,0.0
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,"Jun 13, 1983",2.26,32%,4.13,56%,1.12,16%,100%,0.0
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",4.72,55%,3.60,63%,2.69,60%,100%,1.2
Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,"Apr 14, 1969",2.42,50%,0.42,71%,0.00,0%,90%,0.6
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,"Aug 23, 1983",2.15,31%,2.80,56%,0.81,50%,50%,0.0
Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",3.73,36%,6.14,55%,0.00,0%,100%,0.0
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",1.66,39%,1.91,56%,2.55,32%,43%,0.0
Michael Bravo,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993",7.66,39%,5.72,51%,2.60,35%,85%,0.0
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",2.94,47%,3.38,62%,3.21,68%,80%,0.6
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.34,50%,2.81,60%,0.00,0%,70%,1.1
Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 21, 1989",4.00,34%,5.87,47%,0.00,0%,77%,0.0
Chris Brennan,"5' 8""",170 lbs.,,Orthodox,"Oct 12, 1971",0.60,40%,0.97,50%,0.00,0%,25%,2.1
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",1.52,56%,1.55,46%,4.23,42%,72%,0.0
Robert Breslin,"5' 11""",155 lbs.,,,,2.21,46%,3.50,66%,1.38,100%,50%,0.0
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,"Apr 01, 1996",3.07,43%,3.27,25%,0.00,0%,36%,0.0
Mack Brewer,,205 lbs.,,,,0.00,0%,6.67,36%,0.00,0%,0%,0.0
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",2.66,40%,1.78,65%,2.37,25%,25%,1.3
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,0.56,100%,80%,0.0
Aaron Brink,"6' 3""",205 lbs.,,Orthodox,"Nov 12, 1974",3.49,42%,5.71,57%,0.00,0%,0%,0.0
Marcelo Brito,"6' 1""",170 lbs.,,Orthodox,"Nov 27, 1977",0.60,20%,3.53,55%,0.00,0%,50%,0.0
Henry Briones,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",3.47,42%,4.68,53%,0.00,0%,52%,0.6
Drew Brokenshire,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Antwain Britt,"6' 1""",205 lbs.,"77""",,"May 09, 1978",1.46,39%,2.81,44%,1.56,40%,50%,0.0
Mike Bronzoulis,"6' 0""",155 lbs.,,,"Jan 05, 1979",1.13,34%,2.54,37%,0.00,0%,33%,0.0
Jonathan Brookins,"6' 0""",145 lbs.,"74""",Southpaw,"Aug 13, 1985",2.69,39%,3.63,56%,1.94,17%,80%,0.3
Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",4.26,59%,2.54,56%,2.08,51%,82%,0.3
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",2.12,46%,1.66,62%,4.54,57%,69%,0.6
Rob Broughton,"6' 2""",265 lbs.,"74""",Orthodox,"Mar 03, 1983",2.83,60%,2.54,51%,0.00,0%,26%,3.2
Terrell Brown,,185 lbs.,,,"Apr 13, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dominic Brown,"5' 11""",190 lbs.,,,"Jun 04, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",2.98,44%,2.45,60%,3.23,40%,66%,0.6
Chris Brown,,170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Todd Brown,"5' 11""",205 lbs.,,Orthodox,"Dec 13, 1976",2.15,45%,3.85,48%,0.00,0%,50%,0.0
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",3.69,54%,2.67,55%,1.56,44%,63%,1.4
Frederick Brown,"6' 0""",235 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",3.22,42%,2.21,50%,4.92,60%,40%,0.4
Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",3.66,38%,4.86,50%,0.68,27%,53%,0.7
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",3.67,47%,2.80,53%,1.00,46%,71%,0.6
Junie Browning,"5' 9""",155 lbs.,,Orthodox,"May 12, 1984",3.76,48%,1.76,66%,3.53,66%,0%,3.5
Humberto Brown Morrison,"5' 10""",145 lbs.,,,"Nov 03, 1984",1.71,50%,2.19,62%,1.43,25%,0%,0.0
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",2.93,41%,4.31,42%,1.21,68%,75%,0.2
Jules Bruchez,"6' 0""",205 lbs.,,Southpaw,"Aug 16, 1977",0.69,50%,5.52,46%,0.00,0%,0%,0.0
Lee Brousseau,"6' 1""",205 lbs.,,,"Oct 04, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Justin Bruckmann,"5' 9""",170 lbs.,,Orthodox,,0.59,66%,5.91,16%,0.00,0%,33%,0.0
Cody Brundage,"6' 0""",205 lbs.,"72""",Orthodox,"May 16, 1994",7.97,82%,6.29,6%,6.29,33%,0%,0.0
Steve Bruno,"5' 10""",170 lbs.,,Orthodox,"Nov 03, 1981",0.96,52%,3.38,36%,1.94,25%,46%,0.4
Fernando Bruno,"5' 6""",145 lbs.,,,"Feb 24, 1982",1.75,39%,1.78,48%,2.02,22%,56%,0.5
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.46,47%,2.72,53%,3.11,33%,94%,0.5
Josh Bryant,"5' 10""",185 lbs.,,Orthodox,"Apr 23, 1980",1.10,20%,6.10,43%,0.00,0%,0%,0.0
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983",2.35,26%,4.14,51%,0.00,0%,33%,0.8
Dennis Bryant,"6' 0""",205 lbs.,,Orthodox,"Oct 18, 1985",10.56,59%,10.56,13%,0.00,0%,0%,0.0
Zak Bucia,"5' 10""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Courtney Buck,"5' 10""",135 lbs.,,Orthodox,"Mar 19, 1982",1.49,28%,3.24,54%,0.00,0%,33%,0.0
Julia Budd,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983",2.42,74%,1.18,47%,3.60,57%,83%,0.0
Joaquin Buckley,"5' 10""",185 lbs.,"76""",Southpaw,"Apr 27, 1994",4.58,36%,5.46,51%,0.60,16%,100%,0.0
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974",0.65,52%,0.95,53%,0.00,0%,0%,3.4
Francisco Bueno,"5' 9""",225 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991",4.06,57%,4.89,47%,0.00,0%,73%,1.6
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",3.29,45%,3.83,52%,0.19,33%,39%,0.4
Modestas Bukauskas,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994",3.56,37%,5.70,42%,0.00,0%,100%,0.0
Lee Kwan Bum,"6' 2""",286 lbs.,,Orthodox,,0.71,14%,0.00,100%,0.00,0%,0%,0.0
Shawn Bunch,"5' 5""",135 lbs.,,,"Mar 19, 1983",0.00,0%,1.55,55%,0.00,0%,50%,0.0
Josh Bumgarner,"6' 1""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Wuliji Buren,"5' 9""",135 lbs.,"69""",Orthodox,"Mar 01, 1989",1.63,42%,2.96,56%,3.38,42%,71%,0.4
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",7.31,50%,5.81,60%,0.30,100%,89%,0.1
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994",1.28,41%,2.71,51%,3.45,47%,22%,0.4
Mikey Burnett,"5' 6""",170 lbs.,,Orthodox,"Apr 12, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Josh Burns,"6' 1""",244 lbs.,,,"May 15, 1978",2.40,48%,5.73,32%,0.00,0%,100%,0.0
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2.74,38%,4.30,52%,0.28,50%,47%,0.8
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.67,45%,5.02,33%,4.64,83%,75%,2.8
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",3.22,45%,3.04,54%,2.08,35%,50%,0.7
Derrick Burnsed,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nah-Shon Burrell,"5' 11""",170 lbs.,,Orthodox,"Feb 05, 1990",4.83,47%,3.45,56%,0.00,0%,52%,0.3
Martin Buschkamp,"5' 9""",145 lbs.,,Orthodox,"Jan 06, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bubba Bush,"6' 0""",185 lbs.,,Orthodox,"Jul 24, 1985",0.63,55%,7.01,25%,2.82,50%,60%,0.0
George Bush,"6' 1""",205 lbs.,,,,6.35,64%,2.31,55%,17.31,66%,0%,0.0
Nick Bustamante,"5' 9""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
